acteur_id,nom,prenom,civilite,trigramme,date_naissance,groupe_organe_ref,groupe_code,groupe_libelle,groupe_libelle_court,groupe_couleur,position_politique,circonscription_numero,departement,profession,uri_hatvp,an_legislatures,senat_active
PA793122,Daubié,Romain,M.,RDA,1980-05-05,PO845454,DEM,Les Démocrates,Dem,#F07E26,,2,Ain,Avocat,https://www.hatvp.fr/pages_nominatives/daubie-romain,17,False
PA793134,Buisson,Jérôme,M.,JBI,1973-01-15,PO845401,RN,Rassemblement National,RN,#313567,,4,Ain,Professeur d'italien,https://www.hatvp.fr/pages_nominatives/buisson-jerome-24280,17,False
PA793146,Dragon,Nicolas,M.,NDR,1977-04-19,PO845401,RN,Rassemblement National,RN,#313567,,1,Aisne,Profession libérale,https://www.hatvp.fr/pages_nominatives/dragon-nicolas-24250,17,False
PA793158,Beaurain,José,M.,JBE,1971-07-27,PO845401,RN,Rassemblement National,RN,#313567,,4,Aisne,Artisan,https://www.hatvp.fr/pages_nominatives/beaurain-jose-24140,17,False
PA793166,Dessigny,Jocelyn,M.,JDG,1981-06-29,PO845401,RN,Rassemblement National,RN,#313567,,5,Aisne,Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/dessigny-jocelyn-24262,17,False
PA793174,Monnet,Yannick,M.,YMO,1975-10-07,PO845514,GDR,Gauche Démocrate et Républicaine,GDR,#830E21,,1,Allier,Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/monnet-yannick-24259,17,False
PA793182,Bovet,Jorys,M.,JBV,1993-03-30,PO845401,RN,Rassemblement National,RN,#313567,,2,Allier,Chauffeur-livreur,https://www.hatvp.fr/pages_nominatives/bovet-jorys-24137,17,False
PA793194,Vuibert,Lionel,M.,LVU,1968-08-31,PO840056,NI,Non inscrit,NI,#8D949A,,1,Ardennes,Directeur général,https://www.hatvp.fr/pages_nominatives/vuibert-lionel-24177,17,False
PA793214,Abadie-Amiel,Audrey,Mme,AAB,1974-11-16,PO845485,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,#FFD96F,,2,Ariège,Enseignante,https://www.hatvp.fr/pages_nominatives/abadie-amiel-audrey-29921,17,False
PA793218,Guitton,Jordan,M.,JGT,1995-01-30,PO845401,RN,Rassemblement National,RN,#313567,,1,Aube,Assistant Parlementaire,https://www.hatvp.fr/pages_nominatives/guitton-jordan-24258,17,False
PA793230,Ranc,Angélique,Mme,ARA,1988-03-16,PO845401,RN,Rassemblement National,RN,#313567,,3,Aube,Sans activité professionnelle,https://www.hatvp.fr/pages_nominatives/ranc-angelique-24274,17,False
PA793246,Falcon,Frédéric,M.,FFA,1985-11-23,PO845401,RN,Rassemblement National,RN,#313567,,2,Aude,Commerçant et assimilé,https://www.hatvp.fr/pages_nominatives/falcon-frederic-24248,17,False
PA793254,Rancoule,Julien,M.,JRN,1993-07-31,PO845401,RN,Rassemblement National,RN,#313567,,3,Aude,Profession libérale,https://www.hatvp.fr/pages_nominatives/rancoule-julien-24149,17,False
PA793262,Alexandre,Laurent,M.,LAL,1973-06-09,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,2,Aveyron,Ouvrier qualifié de type industriel,https://www.hatvp.fr/pages_nominatives/alexandre-laurent-24165,17,False
PA793270,Rousset,Jean-François,M.,JRO,1952-09-09,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,3,Aveyron,Chirurgien,https://www.hatvp.fr/pages_nominatives/rousset-jean-francois-24339,17,False
PA793290,Lelouis,Gisèle,Mme,GLL,1952-03-10,PO845401,RN,Rassemblement National,RN,#313567,,3,Bouches-du-Rhône,Ancien employé,https://www.hatvp.fr/pages_nominatives/lelouis-gisele-24333,17,False
PA793298,Tivoli,Lionel,M.,LTI,1988-02-29,PO845401,RN,Rassemblement National,RN,#313567,,2,Alpes-Maritimes,Chef d'entreprise de 10 salariés ou plus,https://www.hatvp.fr/pages_nominatives/tivoli-lionel-24176,17,False
PA793322,D'Intorni,Christelle,Mme,CIN,1985-05-02,PO872880,UDDPLR,Union des droites pour la République,UDR,#3367A7,,5,Alpes-Maritimes,Avocate,https://www.hatvp.fr/pages_nominatives/d-intorni-christelle-20430,17,False
PA793334,Tribuiani,Cyril,M.,CTR,1981-07-25,PO845401,RN,Rassemblement National,RN,#313567,,6,Alpes-Maritimes,Agent d'assurances,https://www.hatvp.fr/pages_nominatives/tribuiani-cyril-30321,17,False
PA793342,Martin (Alpes-Maritimes),Alexandra,Mme,AMT,1968-10-25,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,8,Alpes-Maritimes,Employé civil et agent de service de la fonction publique,https://www.hatvp.fr/pages_nominatives/martin-(alpes-maritimes)-alexandra,17,False
PA793354,Mélin,Joëlle,Mme,JME,1950-03-26,PO845401,RN,Rassemblement National,RN,#313567,,9,Bouches-du-Rhône,Médecin expert judiciaire,https://www.hatvp.fr/pages_nominatives/melin-joelle,17,False
PA793362,Gonzalez,José,M.,JGO,1943-04-28,PO845401,RN,Rassemblement National,RN,#313567,,10,Bouches-du-Rhône,Ancien employé,https://www.hatvp.fr/pages_nominatives/gonzalez-jose-24144,17,False
PA793374,Baubry,Romain,M.,RBA,1989-01-28,PO845401,RN,Rassemblement National,RN,#313567,,15,Bouches-du-Rhône,Policier et militaire,https://www.hatvp.fr/pages_nominatives/baubry-romain-24174,17,False
PA793382,Taché,Emmanuel,M.,ETA,1975-02-20,PO845401,RN,Rassemblement National,RN,#313567,,16,Bouches-du-Rhône,Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/tache-emmanuel-24318,17,False
PA793394,Delaporte,Arthur,M.,ADE,1991-10-07,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,2,Calvados,"Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/delaporte-arthur-24229,17,False
PA793398,Patrier-Leitus,Jérémie,M.,JPI,1989-03-07,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,3,Calvados,Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/patrier-leitus-jeremie-24284,17,False
PA793432,Allisio,Franck,M.,FAL,1980-08-04,PO845401,RN,Rassemblement National,RN,#313567,,12,Bouches-du-Rhône,Profession libérale,https://www.hatvp.fr/pages_nominatives/allisio-franck-24180,17,False
PA793444,Bompard,Manuel,M.,MBO,1986-03-30,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,4,Bouches-du-Rhône,Ingénieur,https://www.hatvp.fr/pages_nominatives/bompard-manuel-16003,17,False
PA793452,Davi,Hendrik,M.,HDA,1977-12-21,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,5,Bouches-du-Rhône,"Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/davi-hendrik-24305,17,False
PA793464,Delogu,Sébastien,M.,SDL,1987-06-08,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,7,Bouches-du-Rhône,Sans profession,https://www.hatvp.fr/pages_nominatives/delogu-sebastien-24179,17,False
PA793508,Brigand,Hubert,M.,HBI,1952-07-28,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,4,Côte-d'Or,Ancienne profession intermédiaire,https://www.hatvp.fr/pages_nominatives/brigand-hubert-22438,17,False
PA793520,Cosson,Mickaël,M.,MCO,1975-11-29,PO845454,DEM,Les Démocrates,Dem,#F07E26,,1,Côtes-d'Armor,Chargé d'opérations urbanisme,https://www.hatvp.fr/pages_nominatives/cosson-mickael-18183,17,False
PA793532,Lepvraud,Murielle,Mme,MLV,1974-07-15,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,4,Côtes-d'Armor,Employé administratif d'entreprise,https://www.hatvp.fr/pages_nominatives/lepvraud-murielle-24168,17,False
PA793548,Colombier,Caroline,Mme,CCO,1957-08-22,PO845401,RN,Rassemblement National,RN,#313567,,3,Charente,Ancienne avocate / Ancien cadre,https://www.hatvp.fr/pages_nominatives/colombier-caroline-24233,17,False
PA793556,Gervais,Sabine,Mme,SGER,1970-05-20,PO845454,DEM,Les Démocrates,Dem,#F07E26,,1,Charente-Maritime,Infirmière puéricultrice,https://www.hatvp.fr/pages_nominatives/gervais-sabine-30436,17,False
PA793572,Plassard,Christophe,M.,CPL,1967-11-19,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,5,Charente-Maritime,Profession libérale,https://www.hatvp.fr/pages_nominatives/plassard-christophe-24298,17,False
PA793592,Grangier,Géraldine,Mme,GGA,1975-02-13,PO845401,RN,Rassemblement National,RN,#313567,,4,Doubs,Profession intermédiaire administrative de la fonction publique,https://www.hatvp.fr/pages_nominatives/grangier-geraldine-24345,17,False
PA793608,Levavasseur,Katiana,Mme,KLV,1970-12-09,PO845401,RN,Rassemblement National,RN,#313567,,2,Eure,Ouvrier de type industriel,https://www.hatvp.fr/pages_nominatives/levavasseur-katiana-24133,17,False
PA793616,Mauvieux,Kévin,M.,KMA,1991-09-09,PO845401,RN,Rassemblement National,RN,#313567,,3,Eure,Conseiller en assurance,https://www.hatvp.fr/pages_nominatives/mauvieux-kevin-24160,17,False
PA793624,Brun,Philippe,M.,PBR,1991-10-16,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,4,Eure,Magistrat administratif,https://www.hatvp.fr/pages_nominatives/brun-philippe-24275,17,False
PA793632,Houssin,Timothée,M.,THO,1988-07-29,PO845401,RN,Rassemblement National,RN,#313567,,5,Eure,Cadre,https://www.hatvp.fr/pages_nominatives/houssin-timothee-24241,17,False
PA793656,Pollet,Lisette,Mme,LPO,1968-01-04,PO845401,RN,Rassemblement National,RN,#313567,,2,Drôme,Ouvrier qualifié de type industriel,https://www.hatvp.fr/pages_nominatives/pollet-lisette-24138,17,False
PA793664,Pochon,Marie,Mme,MPC,1990-05-04,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,3,Drôme,Responsable associative,https://www.hatvp.fr/pages_nominatives/pochon-marie-24145,17,False
PA793672,Loir,Christine,Mme,CLO,1977-02-22,PO845401,RN,Rassemblement National,RN,#313567,,1,Eure,Profession intermédiaire de la santé et du travail social,https://www.hatvp.fr/pages_nominatives/loir-christine-24283,17,False
PA793696,Muller,Serge,M.,SMU,1976-02-26,PO845401,RN,Rassemblement National,RN,#313567,,2,Dordogne,Profession intermédiaire de la santé et du travail social,https://www.hatvp.fr/pages_nominatives/muller-serge-24188,17,False
PA793708,Peytavie,Sébastien,M.,SPY,1982-04-17,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,4,Dordogne,Profession intermédiaire de la santé et du travail social,https://www.hatvp.fr/pages_nominatives/peytavie-sebastien-24183,17,False
PA793716,Croizier,Laurent,M.,LCR,1975-01-29,PO845454,DEM,Les Démocrates,Dem,#F07E26,,1,Doubs,"Professeur des écoles, instituteur et assimilé",https://www.hatvp.fr/pages_nominatives/croizier-laurent-24166,17,False
PA793736,Clouet,Hadrien,M.,HCL,1991-07-13,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,1,Haute-Garonne,Sociologue,https://www.hatvp.fr/pages_nominatives/clouet-hadrien-24301,17,False
PA793744,Stambach-Terrenoir,Anne,Mme,AST,1980-06-23,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,2,Haute-Garonne,Professeure de piano,https://www.hatvp.fr/pages_nominatives/stambach-terrenoir-anne-24282,17,False
PA793756,Piquemal,François,M.,FPI,1984-12-28,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,4,Haute-Garonne,Enseignant,https://www.hatvp.fr/pages_nominatives/piquemal-francois-24200,17,False
PA793772,Bex,Christophe,M.,CBE,1961-11-14,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,7,Haute-Garonne,Retraité,https://www.hatvp.fr/pages_nominatives/bex-christophe-24294,17,False
PA793780,Arrighi,Christine,Mme,CAR,1959-09-19,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,9,Haute-Garonne,Ancien cadre,https://www.hatvp.fr/pages_nominatives/arrighi-christine-24260,17,False
PA793796,Taupiac,David,M.,DTA,1975-05-13,PO845485,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,#FFD96F,,2,Gers,Consultant aéronautique,https://www.hatvp.fr/pages_nominatives/taupiac-david-24308,17,False
PA793816,Thomin,Mélanie,Mme,MTH,1984-06-04,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,6,Finistère,"Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/thomin-melanie-24161,17,False
PA793832,Gillet,Yoann,M.,YGI,1986-08-29,PO845401,RN,Rassemblement National,RN,#313567,,1,Gard,Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/gillet-yoann,17,False
PA793852,Meurin,Pierre,M.,PME,1989-11-30,PO845401,RN,Rassemblement National,RN,#313567,,4,Gard,Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/meurin-pierre-24150,17,False
PA793872,Oziol,Nathalie,Mme,NOZ,1990-02-18,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,2,Hérault,"Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/oziol-nathalie-24182,17,False
PA793892,Galzy,Stéphanie,Mme,SGA,1981-10-20,PO845401,RN,Rassemblement National,RN,#313567,,5,Hérault,Employé administratif d'entreprise,https://www.hatvp.fr/pages_nominatives/galzy-stephanie-24211,17,False
PA793912,Carrière,Sylvain,M.,SCA,1991-05-21,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,8,Hérault,Employé de commerce,https://www.hatvp.fr/pages_nominatives/carriere-sylvain-24217,17,False
PA793928,Diaz,Edwige,Mme,EDI,1987-10-15,PO845401,RN,Rassemblement National,RN,#313567,,11,Gironde,Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/diaz-edwige-24319,17,False
PA793944,Martin (Gironde),Alexandra,Mme,AMAR,1976-07-28,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,1,Gironde,Sans profession déclarée,https://www.hatvp.fr/pages_nominatives/martin-(gironde)-alexandra-26044,17,False
PA793948,Thierry,Nicolas,M.,NTH,1975-12-08,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,2,Gironde,Consultant en développement durable,https://www.hatvp.fr/pages_nominatives/thierry-nicolas,17,False
PA793980,Fournier,Charles,M.,CFO,1968-03-10,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,1,Indre-et-Loire,"Consultant, formateur",https://www.hatvp.fr/pages_nominatives/fournier-charles,17,False
PA793992,Alfandari,Henri,M.,HAL,1979-10-02,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,3,Indre-et-Loire,"Ancien artisan, commerçant, chef d'entreprise",https://www.hatvp.fr/pages_nominatives/alfandari-henri-22152,17,False
PA794008,Chatelain,Cyrielle,Mme,CCH,1987-07-15,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,2,Isère,Collaboratrice de cabinet,https://www.hatvp.fr/pages_nominatives/chatelain-cyrielle-24303,17,False
PA794022,Iordanoff,Jérémie,M.,JIO,1983-02-02,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,5,Isère,Artiste-peintre,https://www.hatvp.fr/pages_nominatives/iordanoff-jeremie-24286,17,False
PA794030,Jolly,Alexis,M.,AJO,1990-12-22,PO845401,RN,Rassemblement National,RN,#313567,,6,Isère,Commerçant et assimilé,https://www.hatvp.fr/pages_nominatives/jolly-alexis-24185,17,False
PA794038,Neuder,Yannick,M.,YNE,1969-03-15,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,7,Isère,Cardiologue,https://www.hatvp.fr/pages_nominatives/neuder-yannick,17,False
PA794058,Gruet,Justine,Mme,JGE,1989-10-23,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,3,Jura,Masseur Kinésithérapeute,https://www.hatvp.fr/pages_nominatives/gruet-justine-24336,17,False
PA794082,Hignet,Mathilde,Mme,MHI,1993-06-10,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,4,Ille-et-Vilaine,Ouvrière agricole,https://www.hatvp.fr/pages_nominatives/hignet-mathilde-24156,17,False
PA794094,Bouloux,Mickaël,M.,MBL,1972-08-16,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,8,Ille-et-Vilaine,Ingénieur et cadre technique d'entreprise,https://www.hatvp.fr/pages_nominatives/bouloux-mickael-19909,17,False
PA794106,Taurinya,Andrée,Mme,ATU,1963-06-03,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,2,Loire,"Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/taurinya-andree-24273,17,False
PA794114,Mandon,Emmanuel,M.,EMN,1965-06-22,PO845454,DEM,Les Démocrates,Dem,#F07E26,,3,Loire,Conseiller d'insertion professionnelle,https://www.hatvp.fr/pages_nominatives/mandon-emmanuel,17,False
PA794118,Vermorel-Marques,Antoine,M.,AVE,1993-02-17,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,5,Loire,Conseiller parlementaire,https://www.hatvp.fr/pages_nominatives/vermorel-marques-antoine-20369,17,False
PA794130,Kerbrat,Andy,M.,AKE,1990-10-01,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,2,Loire-Atlantique,Chargé d'assistance automobile,https://www.hatvp.fr/pages_nominatives/kerbrat-andy-24190,17,False
PA794138,Amiot,Ségolène,Mme,SAM,1986-02-23,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,3,Loire-Atlantique,Employé administratif d'entreprise,https://www.hatvp.fr/pages_nominatives/amiot-segolene-24206,17,False
PA794146,Laernoes,Julie,Mme,JLR,1982-07-03,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,4,Loire-Atlantique,Ancien cadre,https://www.hatvp.fr/pages_nominatives/laernoes-julie-17811,17,False
PA794154,Raux,Jean-Claude,M.,JRX,1967-01-18,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,6,Loire-Atlantique,"Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/raux-jean-claude-24342,17,False
PA794166,Tavel,Matthias,M.,MTV,1987-07-06,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,8,Loire-Atlantique,Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/tavel-matthias-24228,17,False
PA794182,Bonnefoy,Jean-Yves,M.,JYBO,1959-03-31,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,6,Loire,Artisan Coiffeur,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",17,False
PA794198,Chudeau,Roger,M.,RCH,1949-09-28,PO845401,RN,Rassemblement National,RN,#313567,,2,Loir-et-Cher,Inspecteur général de l'éducation nationale honoraire,https://www.hatvp.fr/pages_nominatives/chudeau-roger-24171,17,False
PA794206,Marion,Christophe,M.,CMA,1973-04-25,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,3,Loir-et-Cher,Délégué général du Comité des travaux historiques et scientifiques,https://www.hatvp.fr/pages_nominatives/marion-christophe-24296,17,False
PA794234,Gernigon,François,M.,FGE,1961-04-02,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,1,Maine-et-Loire,Ancien cadre,https://www.hatvp.fr/pages_nominatives/gernigon-francois-20076,17,False
PA794262,Maussion,Patricia,Mme,PMAU,1968-09-23,PO845454,DEM,Les Démocrates,Dem,#F07E26,,7,Maine-et-Loire,Agricultrice,https://www.hatvp.fr/pages_nominatives/maussion-patricia-30989,17,False
PA794270,Pic,Anna,Mme,API,1978-06-04,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,4,Manche,"Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/pic-anna-20030,17,False
PA794278,Albertini,Xavier,M.,XAL,1970-01-28,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,1,Marne,Profession libérale,https://www.hatvp.fr/pages_nominatives/albertini-xavier,17,False
PA794322,Ménagé,Thomas,M.,TMN,1992-01-06,PO845401,RN,Rassemblement National,RN,#313567,,4,Loiret,Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/menage-thomas-24239,17,False
PA794330,Brosse,Anthony,M.,ABO,1980-11-04,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,5,Loiret,Profession intermédiaire de la santé et du travail social,https://www.hatvp.fr/pages_nominatives/brosse-anthony-24192,17,False
PA794354,Laporte,Hélène,Mme,HLA,1978-12-29,PO845401,RN,Rassemblement National,RN,#313567,,2,Lot-et-Garonne,Analyste bancaire,https://www.hatvp.fr/pages_nominatives/laporte-helene-24647,17,False
PA794418,Goulet,Florence,Mme,FGO,1961-06-30,PO845401,RN,Rassemblement National,RN,#313567,,2,Meuse,Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/goulet-florence-24331,17,False
PA794430,Criaud,Michel,M.,MCRI,1962-08-03,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,1,Morbihan,Maître menuisier à la retraite,https://www.hatvp.fr/pages_nominatives/criaud-michel-29929,17,False
PA794434,Bentz,Christophe,M.,CBN,1987-07-04,PO845401,RN,Rassemblement National,RN,#313567,,1,Haute-Marne,"Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/bentz-christophe-24291,17,False
PA794442,Robert-Dehault,Laurence,Mme,LRO,1964-01-17,PO845401,RN,Rassemblement National,RN,#313567,,2,Haute-Marne,Profession libérale,https://www.hatvp.fr/pages_nominatives/robert-dehault-laurence-24136,17,False
PA794470,Gérard,Félicie,Mme,FGR,1974-01-28,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,7,Nord,Chef de projet,https://www.hatvp.fr/pages_nominatives/gerard-felicie-24330,17,False
PA794486,Spillebout,Violette,Mme,VSP,1972-09-02,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,9,Nord,Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/spillebout-violette-24216,17,False
PA794494,Vicot,Roger,M.,RVI,1963-06-01,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,11,Nord,sans profession,https://www.hatvp.fr/pages_nominatives/vicot-roger,17,False
PA794502,Taverne,Michaël,M.,MTE,1979-03-10,PO845401,RN,Rassemblement National,RN,#313567,,12,Nord,Policier et militaire,https://www.hatvp.fr/pages_nominatives/taverne-michael-24234,17,False
PA794518,Marle,Pierre,M.,PML,1954-02-19,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,14,Nord,Directeur d'école primaire (retraité),https://www.hatvp.fr/pages_nominatives/marle-pierre-28145,17,False
PA794530,Marchio,Matthieu,M.,MMA,1993-06-08,PO845401,RN,Rassemblement National,RN,#313567,,16,Nord,Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/marchio-matthieu-24230,17,False
PA794562,Ballard,Philippe,M.,PBA,1960-11-24,PO845401,RN,Rassemblement National,RN,#313567,,2,Oise,Ancien journaliste,https://www.hatvp.fr/pages_nominatives/ballard-philippe-24271,17,False
PA794570,Sabatou,Alexandre,M.,ASA,1993-02-18,PO845401,RN,Rassemblement National,RN,#313567,,3,Oise,Chef de projets SI,https://www.hatvp.fr/pages_nominatives/sabatou-alexandre-24164,17,False
PA794578,Ludmann,Véronique,Mme,VLU,1963-03-17,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,4,Oise,Directrice d'école,https://www.hatvp.fr/pages_nominatives/ludmann-veronique-30226,17,False
PA794582,Pfeffer,Kévin,M.,KPF,1990-07-09,PO845401,RN,Rassemblement National,RN,#313567,,6,Moselle,Permanent politique,https://www.hatvp.fr/pages_nominatives/pfeffer-kevin-24162,17,False
PA794590,Loubet,Alexandre,M.,ALB,1994-07-07,PO845401,RN,Rassemblement National,RN,#313567,,7,Moselle,Cadre d'entreprise,https://www.hatvp.fr/pages_nominatives/loubet-alexandre-24155,17,False
PA794598,Jacobelli,Laurent,M.,LJA,1969-10-13,PO845401,RN,Rassemblement National,RN,#313567,,8,Moselle,"Profession de l'information, des arts et des spectacles",https://www.hatvp.fr/pages_nominatives/jacobelli-laurent-24167,17,False
PA794658,Fait,Philippe,M.,PFA,1969-06-24,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,4,Pas-de-Calais,"Professeur des écoles, instituteur et assimilé",https://www.hatvp.fr/pages_nominatives/fait-philippe-24277,17,False
PA794670,Parmentier,Caroline,Mme,CPA,1965-12-16,PO845401,RN,Rassemblement National,RN,#313567,,9,Pas-de-Calais,Attachée de Presse,https://www.hatvp.fr/pages_nominatives/parmentier-caroline-24247,17,False
PA794678,Frappé,Thierry,M.,TFP,1952-05-23,PO845401,RN,Rassemblement National,RN,#313567,,10,Pas-de-Calais,Profession libérale,https://www.hatvp.fr/pages_nominatives/frappe-thierry-24232,17,False
PA794686,Maximi,Marianne,Mme,MMX,1985-11-13,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,1,Puy-de-Dôme,Profession intermédiaire de la santé et du travail social,https://www.hatvp.fr/pages_nominatives/maximi-marianne-24143,17,False
PA794702,Lingemann,Delphine,Mme,DLI,1972-11-14,PO845454,DEM,Les Démocrates,Dem,#F07E26,,4,Puy-de-Dôme,Chef d'entreprise - Enseignante associée université,https://www.hatvp.fr/pages_nominatives/lingemann-delphine-24307,17,False
PA794710,Brugerolles,Julien,M.,JBRU,1982-07-05,PO845514,GDR,Gauche Démocrate et Républicaine,GDR,#830E21,,5,Puy-de-Dôme,Collaborateur parlementaire,https://www.hatvp.fr/pages_nominatives/brugerolles-julien-28947,17,False
PA794718,Engrand,Christine,Mme,CEN,1955-05-07,PO840056,NI,Non inscrit,NI,#8D949A,,6,Pas-de-Calais,Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/engrand-christine-24281,17,False
PA794734,Guiniot,Michel,M.,MGI,1954-11-29,PO845401,RN,Rassemblement National,RN,#313567,,6,Oise,Ancien cadre,https://www.hatvp.fr/pages_nominatives/guiniot-michel-24237,17,False
PA794750,Liger,Thierry,M.,TLI,1970-05-27,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,2,Orne,Chef d'entreprise,https://www.hatvp.fr/pages_nominatives/liger-thierry-22478,17,False
PA794762,Dogor-Such,Sandrine,Mme,SDO,1970-11-08,PO845401,RN,Rassemblement National,RN,#313567,,3,Pyrénées-Orientales,Préparatrice en pharmacie,https://www.hatvp.fr/pages_nominatives/dogor-such-sandrine-24201,17,False
PA794770,Martinez,Michèle,Mme,MMR,1968-06-06,PO845401,RN,Rassemblement National,RN,#313567,,4,Pyrénées-Orientales,Clerc d'huissier,https://www.hatvp.fr/pages_nominatives/martinez-michele-24163,17,False
PA794778,Regol,Sandra,Mme,SRE,1978-04-13,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,1,Bas-Rhin,(85) - Personne diverse sans activité professionnelle de moins de 60 ans (sauf r,https://www.hatvp.fr/pages_nominatives/regol-sandra-24199,17,False
PA794786,Fernandes,Emmanuel,M.,EFE,1980-08-10,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,2,Bas-Rhin,Profession intermédiaire administrative et commerciale des entreprises,https://www.hatvp.fr/pages_nominatives/fernandes-emmanuel-24316,17,False
