acteur_id,nom,prenom,civilite,trigramme,groupe_organe_ref,groupe_code,groupe_libelle,groupe_libelle_court,groupe_couleur,position_politique,circonscription_numero,departement,profession,uri_hatvp
PA841507,Bonnet,Nicolas,M.,NBO,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,3,Puy-de-Dôme,(38) - Ingénieur et cadre technique d'entreprise,https://www.hatvp.fr/pages_nominatives/bonnet-nicolas-17262
PA841515,Le Coq,Aurélien,M.,ACQ,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,1,Nord,(54) - Employé administratif d'entreprise,https://www.hatvp.fr/pages_nominatives/le-coq-aurelien-27462
PA841531,Bentorki,Shéhérazade,Mme,SBEN,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,8,Nord,Collaboratrice parlementaire,https://www.hatvp.fr/pages_nominatives/bentorki-sheherazade-30307
PA841543,Bodart,Jean,M.,JBOD,PO845485,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,#FFD96F,,13,Nord,Retraité de la sidérurgie,https://www.hatvp.fr/pages_nominatives/bodart-jean-26759
PA841553,Tesson,Thierry,M.,TTE,PO845401,RN,Rassemblement National,RN,#313567,,17,Nord,(74) - Ancien cadre,https://www.hatvp.fr/pages_nominatives/tesson-thierry-27465
PA841563,Marais-Beuil,Claire,Mme,CMR,PO845401,RN,Rassemblement National,RN,#313567,,1,Oise,Profession libérale,https://www.hatvp.fr/pages_nominatives/marais-beuil-claire-27496
PA841575,Vos,Frédéric-Pierre,M.,FVO,PO845401,RN,Rassemblement National,RN,#313567,,5,Oise,avocat,https://www.hatvp.fr/pages_nominatives/vos-frederic-pierre-27512
PA841587,Magnier,David,M.,DMA,PO845401,RN,Rassemblement National,RN,#313567,,7,Oise,"(48) - Contremaître, agent de maîtrise",https://www.hatvp.fr/pages_nominatives/magnier-david-27488
PA841595,Chazé,Cendrine,Mme,CFOC,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,3,Orne,Secrétaire de mairie,https://www.hatvp.fr/pages_nominatives/chaze-cendrine-30333
PA841605,Golliot,Antoine,M.,AGO,PO845401,RN,Rassemblement National,RN,#313567,,5,Pas-de-Calais,(47) - Technicien,https://www.hatvp.fr/pages_nominatives/golliot-antoine-27428
PA841613,de Fleurian,Marc,M.,MFL,PO845401,RN,Rassemblement National,RN,#313567,,7,Pas-de-Calais,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/de-fleurian-marc-27491
PA841621,Evrard,Auguste,M.,AEV,PO845401,RN,Rassemblement National,RN,#313567,,8,Pas-de-Calais,Collaborateur de cabinet en mairie,https://www.hatvp.fr/pages_nominatives/evrard-auguste-27502
PA841633,Dufau,Peio,M.,PDU,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,6,Pyrénées-Atlantiques,"(48) - Contremaître, agent de maîtrise",https://www.hatvp.fr/pages_nominatives/dufau-peio-27497
PA841645,Bernhardt,Théo,M.,TBR,PO845401,RN,Rassemblement National,RN,#313567,,8,Bas-Rhin,Ingénieur de recherche,https://www.hatvp.fr/pages_nominatives/bernhardt-theo-27503
PA841657,Belouassa-Cherifi,Anaïs,Mme,ABL,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,1,Rhône,(37) - Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/belouassa-cherifi-anais-27471
PA841665,Fégné,Denis,M.,DFE,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,2,Hautes-Pyrénées,(74) - Ancien cadre,https://www.hatvp.fr/pages_nominatives/fegne-denis
PA841681,Sother,Thierry,M.,TSO,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,3,Bas-Rhin,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/sother-thierry-27455
PA841701,Balage El Mariky,Léa,Mme,LBL,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,3,Paris,(37) - Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/balage-el-mariky-lea-27449
PA841713,Tavernier,Boris,M.,BTA,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,2,Rhône,(37) - Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/tavernier-boris-27461
PA841717,Runel,Sandrine,Mme,SRU,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,4,Rhône,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/runel-sandrine-20016
PA841729,Lahmar,Abdelkader,M.,ALA,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,7,Rhône,"(34) - Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/lahmar-abdelkader-27452
PA841737,Gery,Jonathan,M.,JGY,PO845401,RN,Rassemblement National,RN,#313567,,8,Rhône,(53) - Policier et militaire,https://www.hatvp.fr/pages_nominatives/gery-jonathan-27426
PA841749,Joncour,Tiffany,Mme,TJO,PO845401,RN,Rassemblement National,RN,#313567,,13,Rhône,(37) - Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/joncour-tiffany-27441
PA841761,Dutremble,Aurélien,M.,ADT,PO845401,RN,Rassemblement National,RN,#313567,,3,Saône-et-Loire,(47) - Technicien hospitalier,https://www.hatvp.fr/pages_nominatives/dutremble-aurelien-27501
PA841769,Michoux,Éric,M.,EMI,PO872880,UDDPLR,Union des droites pour la République,UDR,#3367A7,,4,Saône-et-Loire,(23) - Chef d'entreprise de 10 salariés ou plus,https://www.hatvp.fr/pages_nominatives/michoux-eric-27505
PA841801,Carteron,Danièle,Mme,DCA,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,2,Haute-Savoie,Cheffe d'entreprise,https://www.hatvp.fr/pages_nominatives/carteron-daniele-28147
PA841813,Herouin-Léautey,Florence,Mme,FHE,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,1,Seine-Maritime,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/herouin-leautey-florence
PA841825,Martin,Patrice,M.,PMR,PO845401,RN,Rassemblement National,RN,#313567,,6,Seine-Maritime,(11) - Agriculteur sur petite exploitation,https://www.hatvp.fr/pages_nominatives/martin-patrice-27490
PA841837,Le Bourgeois,Robert,M.,RBO,PO845401,RN,Rassemblement National,RN,#313567,,10,Seine-Maritime,(37) - Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/le-bourgeois-robert-27460
PA841845,Saint-Martin,Arnaud,M.,ASN,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,1,Seine-et-Marne,"(34) - Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/saint-martin-arnaud-27422
PA841853,Hervieu,Céline,Mme,CHR,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,11,Paris,(31) - Profession libérale,https://www.hatvp.fr/pages_nominatives/hervieu-celine-21742
PA841873,Limongi,Julien,M.,JLI,PO845401,RN,Rassemblement National,RN,#313567,,4,Seine-et-Marne,(74) - Ancien cadre,https://www.hatvp.fr/pages_nominatives/limongi-julien-27485
PA841885,Bonnet,Arnaud,M.,ABN,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,8,Seine-et-Marne,"(34) - Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/bonnet-arnaud-27515
PA841893,Thiébault-Martinez,Céline,Mme,CTH,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,9,Seine-et-Marne,(37) - Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/thiebault-martinez-celine-27466
PA841919,Diop,Dieynaba,Mme,DDI,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,9,Yvelines,"(34) - Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/diop-dieynaba-27493
PA841927,Ronceret,Anne-Sophie,Mme,ARO,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,10,Yvelines,Collaboratrice parlementaire,https://www.hatvp.fr/pages_nominatives/ronceret-anne-sophie-26732
PA841931,Mazaury,Laurent,M.,LMA,PO845485,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,#FFD96F,,11,Yvelines,(37) - Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/mazaury-laurent-21279
PA841947,Hamdane,Zahia,Mme,ZHA,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,2,Somme,(43) - Profession intermédiaire de la santé et du travail social,https://www.hatvp.fr/pages_nominatives/hamdane-zahia-27436
PA841955,Renault,Matthias,M.,MRN,PO845401,RN,Rassemblement National,RN,#313567,,3,Somme,(37) - Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/renault-matthias-27415
PA841973,Carbonnel,Pierre-Henri,M.,PHCA,PO872880,UDDPLR,Union des droites pour la République,UDR,#3367A7,,1,Tarn-et-Garonne,Agriculteur,https://www.hatvp.fr/pages_nominatives/carbonnel-pierre-henri-29796
PA841981,Rimbert,Catherine,Mme,CRI,PO845401,RN,Rassemblement National,RN,#313567,,5,Vaucluse,(31) - Profession libérale,https://www.hatvp.fr/pages_nominatives/rimbert-catherine-27416
PA842001,Bigot,Guillaume,M.,GBI,PO845401,RN,Rassemblement National,RN,#313567,,2,Territoire de Belfort,"(35) - Profession de l'information, des arts et des spectacles",https://www.hatvp.fr/pages_nominatives/bigot-guillaume-27510
PA842013,Gustave,Steevy,M.,SGU,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,3,Essonne,"(35) - Profession de l'information, des arts et des spectacles",https://www.hatvp.fr/pages_nominatives/gustave-steevy-27433
PA842029,Lejeune,Claire,Mme,CLJ,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,7,Essonne,"34 - Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/lejeune-claire-27477
PA842037,Cernon,Bérenger,M.,BCE,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,8,Essonne,"(65) - Ouvrier qualifié de la manutention, du magasinage et du transport",https://www.hatvp.fr/pages_nominatives/cernon-berenger-27456
PA842045,Ozenne,Julie,Mme,JOZ,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,9,Essonne,(38) - Ingénieur et cadre technique d'entreprise,https://www.hatvp.fr/pages_nominatives/ozenne-julie-27478
PA842073,Dussausaye,Gaëtan,M.,GDU,PO845401,RN,Rassemblement National,RN,#313567,,2,Vosges,(55) - Employé de commerce,https://www.hatvp.fr/pages_nominatives/dussausaye-gaetan-27500
PA842085,Humbert,Sébastien,M.,SHU,PO845401,RN,Rassemblement National,RN,#313567,,4,Vosges,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/humbert-sebastien-27437
PA842097,Roy,Sophie-Laurence,Mme,SRY,PO845401,RN,Rassemblement National,RN,#313567,,2,Yonne,(31) - Profession libérale,https://www.hatvp.fr/pages_nominatives/roy-sophie-laurence-27419
PA842105,Arnault,Raphaël,M.,RAN,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,1,Vaucluse,(52) - Employé civil et agent de service de la fonction publique,https://www.hatvp.fr/pages_nominatives/arnault-raphael-27446
PA842121,Tryzna,Nicolas,M.,NTR,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,7,Val-de-Marne,Formateur,https://www.hatvp.fr/pages_nominatives/tryzna-nicolas
PA842125,Lam,Thomas,M.,TLM,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,2,Hauts-de-Seine,(23) - Chef d'entreprise de 10 salariés ou plus,https://www.hatvp.fr/pages_nominatives/lam-thomas-27453
PA842141,de Maistre,Élisabeth,Mme,EMAI,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,9,Hauts-de-Seine,Avocat,https://www.hatvp.fr/pages_nominatives/de-maistre-elisabeth-18590
PA842147,Mongardien,Christophe,M.,CMO,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,13,Hauts-de-Seine,Ingénieur - Responsable Support Technique Grands Comptes,https://www.hatvp.fr/pages_nominatives/mongardien-christophe-28142
PA842155,Diouara,Aly,M.,ADI,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,5,Seine-Saint-Denis,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/diouara-aly-27494
PA842183,Blanchard,Benoît,M.,BBLA,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,4,Val-d'Oise,Directeur d'un laboratoire de recherche,https://www.hatvp.fr/pages_nominatives/blanchard-benoit-29920
PA842187,Cathala,Gabrielle,Mme,GCA,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,6,Val-d'Oise,Secrétaire générale de groupe parlementaire,https://www.hatvp.fr/pages_nominatives/cathala-gabrielle-27451
PA842195,Eskenazi,Romain,M.,RES,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,7,Val-d'Oise,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/eskenazi-romain-10822
PA842211,Bellay,Béatrice,Mme,BBY,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,3,Martinique,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/bellay-beatrice-27470
PA842227,Rivière,Joseph,M.,JRI,PO845401,RN,Rassemblement National,RN,#313567,,3,Réunion,(45) - Profession intermédiaire administrative de la fonction publique,https://www.hatvp.fr/pages_nominatives/riviere-joseph-27417
PA842255,Sicard,Anne,Mme,ASC,PO845401,RN,Rassemblement National,RN,#313567,,1,Val-d'Oise,(37) - Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/sicard-anne-27447
PA842263,Hadizadeh,Ayda,Mme,AHA,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,2,Val-d'Oise,(37) - Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/hadizadeh-ayda-27435
PA842271,Maurel,Emmanuel,M.,EMA,PO845514,GDR,Gauche Démocrate et Républicaine,GDR,#830E21,,3,Val-d'Oise,"(34) - Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/maurel-emmanuel
PA842279,Bamana,Anchya,Mme,ABA,PO845401,RN,Rassemblement National,RN,#313567,,2,Mayotte,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/bamana-anchya-27450
PA842299,Tjibaou,Emmanuel,M.,ETJ,PO845514,GDR,Gauche Démocrate et Républicaine,GDR,#830E21,,2,Nouvelle-Calédonie,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/tjibaou-emmanuel-27467
PA842311,Caure,Vincent,M.,VCA,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,3,Français établis hors de France,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/caure-vincent-14398
PA857021,Latrèche,Alim,M.,ALAT,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,1,Isère,Ingénieur-Cadre,https://www.hatvp.fr/pages_nominatives/latreche-alim-30276
PA870009,Duparay,Lionel,M.,LDUP,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,5,Saône-et-Loire,Ingénieur,https://www.hatvp.fr/pages_nominatives/duparay-lionel-3420
PA878242,Valentin,Antoine,M.,AVAL,PO872880,UDDPLR,Union des droites pour la République,UDR,#3367A7,,3,Haute-Savoie,chef d'entreprise,https://www.hatvp.fr/pages_nominatives/valentin-antoine-30153
PA879389,Lubet,Marie-Philippe,Mme,MPLU,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,1,Loiret,Retraitée,https://www.hatvp.fr/pages_nominatives/lubet-marie-philippe-20471
PA942,de Courson,Charles,M.,CDC,PO845485,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,#FFD96F,,5,Marne,Conseiller référendaire honoraire à la Cour des comptes,https://www.hatvp.fr/pages_nominatives/de-courson-charles
